conferenceName,conferenceSequence,divisionName,divisionSequence,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,pointPctg,points,streakCode,streakCount,winPctg,teamName.default,tri_code,date,season_id
Western,11,Central,6,27,-6,-0.222222,78,72,2.666667,0.518519,28,W,2,0.444444,Winnipeg Jets,WPG,11/28/2013,20132014
Western,12,Central,7,23,-1,-0.043478,68,67,2.913043,0.565217,26,W,1,0.521739,Dallas Stars,DAL,11/28/2013,20132014
Western,13,Pacific,6,24,-21,-0.875,87,66,2.75,0.416667,20,L,1,0.333333,Calgary Flames,CGY,11/28/2013,20132014
Western,14,Pacific,7,26,-21,-0.807692,89,68,2.615385,0.346154,18,W,1,0.307692,Edmonton Oilers,EDM,11/28/2013,20132014
Eastern,1,Atlantic,1,23,4,0.173913,57,61,2.652174,0.717391,33,L,1,0.695652,Montréal Canadiens,MTL,11/27/2014,20142015
Eastern,2,Metropolitan,1,21,27,1.285714,49,76,3.619048,0.761905,32,W,2,0.714286,Pittsburgh Penguins,PIT,11/27/2014,20142015
Eastern,3,Metropolitan,2,22,13,0.590909,59,72,3.272727,0.727273,32,W,5,0.727273,New York Islanders,NYI,11/27/2014,20142015
Eastern,4,Atlantic,2,23,18,0.782609,63,81,3.521739,0.695652,32,W,2,0.652174,Tampa Bay Lightning,TBL,11/27/2014,20142015
Eastern,5,Atlantic,3,22,10,0.454545,54,64,2.909091,0.659091,29,W,2,0.545455,Detroit Red Wings,DET,11/27/2014,20142015
Eastern,6,Atlantic,4,23,2,0.086957,57,59,2.565217,0.586957,27,OT,1,0.565217,Boston Bruins,BOS,11/27/2014,20142015
Eastern,7,Atlantic,5,22,3,0.136364,67,70,3.181818,0.568182,25,OT,1,0.5,Toronto Maple Leafs,TOR,11/27/2014,20142015
Eastern,8,Atlantic,6,21,2,0.095238,56,58,2.761905,0.571429,24,W,1,0.47619,Ottawa Senators,OTT,11/27/2014,20142015
Eastern,9,Atlantic,7,20,-9,-0.45,51,42,2.1,0.55,22,W,1,0.4,Florida Panthers,FLA,11/27/2014,20142015
Eastern,10,Metropolitan,3,21,1,0.047619,57,58,2.761905,0.52381,22,OT,1,0.428571,Washington Capitals,WSH,11/27/2014,20142015
Eastern,11,Metropolitan,4,21,-2,-0.095238,62,60,2.857143,0.52381,22,L,1,0.428571,New York Rangers,NYR,11/27/2014,20142015
Eastern,12,Metropolitan,5,22,-10,-0.454545,63,53,2.409091,0.477273,21,L,1,0.409091,New Jersey Devils,NJD,11/27/2014,20142015
Eastern,13,Metropolitan,6,21,-7,-0.333333,66,59,2.809524,0.452381,19,L,1,0.380952,Philadelphia Flyers,PHI,11/27/2014,20142015
Eastern,14,Metropolitan,7,21,-15,-0.714286,63,48,2.285714,0.357143,15,L,3,0.285714,Carolina Hurricanes,CAR,11/27/2014,20142015
Eastern,15,Metropolitan,8,21,-25,-1.190476,76,51,2.428571,0.333333,14,L,2,0.285714,Columbus Blue Jackets,CBJ,11/27/2014,20142015
Eastern,16,Atlantic,8,22,-35,-1.590909,72,37,1.681818,0.318182,14,L,1,0.272727,Buffalo Sabres,BUF,11/27/2014,20142015
Western,1,Pacific,1,23,7,0.304348,56,63,2.73913,0.717391,33,W,3,0.608696,Anaheim Ducks,ANA,11/27/2014,20142015
Western,2,Central,1,22,17,0.772727,45,62,2.818182,0.727273,32,W,3,0.681818,Nashville Predators,NSH,11/27/2014,20142015
Western,3,Pacific,2,22,6,0.272727,61,67,3.045455,0.704545,31,W,2,0.681818,Vancouver Canucks,VAN,11/27/2014,20142015
Western,4,Central,2,22,13,0.590909,46,59,2.681818,0.681818,30,OT,1,0.636364,St. Louis Blues,STL,11/27/2014,20142015
Western,5,Pacific,3,24,11,0.458333,64,75,3.125,0.625,30,W,1,0.583333,Calgary Flames,CGY,11/27/2014,20142015
Western,6,Pacific,4,23,11,0.478261,53,64,2.782609,0.630435,29,W,1,0.521739,Los Angeles Kings,LAK,11/27/2014,20142015
Western,7,Central,3,22,20,0.909091,46,66,3,0.613636,27,W,1,0.590909,Chicago Blackhawks,CHI,11/27/2014,20142015
Western,8,Central,4,24,-3,-0.125,54,51,2.125,0.5625,27,W,2,0.5,Winnipeg Jets,WPG,11/27/2014,20142015
Western,9,Central,5,21,10,0.47619,48,58,2.761905,0.571429,24,L,1,0.571429,Minnesota Wild,MIN,11/27/2014,20142015
Western,10,Pacific,5,24,-4,-0.166667,66,62,2.583333,0.5,24,L,1,0.416667,San Jose Sharks,SJS,11/27/2014,20142015
Western,11,Central,6,22,-10,-0.454545,74,64,2.909091,0.5,22,W,3,0.409091,Dallas Stars,DAL,11/27/2014,20142015
Western,12,Pacific,6,23,-14,-0.608696,71,57,2.478261,0.456522,21,OT,1,0.391304,Arizona Coyotes,ARI,11/27/2014,20142015
Western,13,Central,7,23,-14,-0.608696,73,59,2.565217,0.456522,21,L,1,0.347826,Colorado Avalanche,COL,11/27/2014,20142015
Western,14,Pacific,7,23,-27,-1.173913,78,51,2.217391,0.326087,15,OT,1,0.26087,Edmonton Oilers,EDM,11/27/2014,20142015
Eastern,1,Atlantic,1,23,32,1.391304,51,83,3.608696,0.782609,36,W,3,0.73913,Montréal Canadiens,MTL,11/26/2015,20152016
Eastern,2,Metropolitan,1,22,24,1.090909,43,67,3.045455,0.772727,34,L,1,0.727273,New York Rangers,NYR,11/26/2015,20152016
Eastern,3,Metropolitan,2,21,20,0.952381,47,67,3.190476,0.738095,31,W,3,0.714286,Washington Capitals,WSH,11/26/2015,20152016
Eastern,4,Atlantic,2,22,9,0.409091,64,73,3.318182,0.659091,29,W,4,0.545455,Ottawa Senators,OTT,11/26/2015,20152016
Eastern,5,Metropolitan,3,21,0,0,49,49,2.333333,0.619048,26,W,1,0.619048,Pittsburgh Penguins,PIT,11/26/2015,20152016
Eastern,6,Atlantic,3,21,8,0.380952,61,69,3.285714,0.595238,25,W,4,0.571429,Boston Bruins,BOS,11/26/2015,20152016
Eastern,7,Metropolitan,4,22,8,0.363636,54,62,2.818182,0.568182,25,W,1,0.5,New York Islanders,NYI,11/26/2015,20152016
Eastern,8,Atlantic,4,22,-4,-0.181818,55,51,2.318182,0.568182,25,OT,1,0.5,Detroit Red Wings,DET,11/26/2015,20152016
Eastern,9,Atlantic,5,23,4,0.173913,51,55,2.391304,0.543478,25,W,3,0.478261,Tampa Bay Lightning,TBL,11/26/2015,20152016
Eastern,10,Metropolitan,5,21,-1,-0.047619,52,51,2.428571,0.547619,23,L,1,0.52381,New Jersey Devils,NJD,11/26/2015,20152016
Eastern,11,Atlantic,6,21,-1,-0.047619,56,55,2.619048,0.47619,20,L,1,0.380952,Florida Panthers,FLA,11/26/2015,20152016
Eastern,12,Metropolitan,6,22,-16,-0.727273,62,46,2.090909,0.454545,20,W,1,0.363636,Carolina Hurricanes,CAR,11/26/2015,20152016
Eastern,13,Metropolitan,7,22,-24,-1.090909,63,39,1.772727,0.431818,19,L,1,0.318182,Philadelphia Flyers,PHI,11/26/2015,20152016
Eastern,14,Atlantic,7,22,-11,-0.5,62,51,2.318182,0.431818,19,OT,1,0.318182,Toronto Maple Leafs,TOR,11/26/2015,20152016
Eastern,15,Atlantic,8,22,-14,-0.636364,60,46,2.090909,0.409091,18,L,3,0.363636,Buffalo Sabres,BUF,11/26/2015,20152016
Eastern,16,Metropolitan,8,23,-15,-0.652174,72,57,2.478261,0.391304,18,W,1,0.391304,Columbus Blue Jackets,CBJ,11/26/2015,20152016
Western,1,Central,1,22,21,0.954545,57,78,3.545455,0.772727,34,L,1,0.772727,Dallas Stars,DAL,11/26/2015,20152016
Western,2,Central,2,23,5,0.217391,57,62,2.695652,0.673913,31,OT,1,0.608696,St. Louis Blues,STL,11/26/2015,20152016
Western,3,Central,3,21,3,0.142857,53,56,2.666667,0.642857,27,W,1,0.571429,Nashville Predators,NSH,11/26/2015,20152016
Western,4,Pacific,1,22,7,0.318182,48,55,2.5,0.613636,27,OT,1,0.590909,Los Angeles Kings,LAK,11/26/2015,20152016
Western,5,Central,4,22,5,0.227273,57,62,2.818182,0.590909,26,W,1,0.545455,Chicago Blackhawks,CHI,11/26/2015,20152016
Western,6,Pacific,2,22,5,0.227273,56,61,2.772727,0.590909,26,L,1,0.590909,San Jose Sharks,SJS,11/26/2015,20152016
Western,7,Central,5,20,5,0.25,54,59,2.95,0.625,25,L,1,0.55,Minnesota Wild,MIN,11/26/2015,20152016
Western,8,Pacific,3,23,5,0.217391,62,67,2.913043,0.521739,24,W,1,0.391304,Vancouver Canucks,VAN,11/26/2015,20152016
Western,9,Pacific,4,21,-2,-0.095238,61,59,2.809524,0.547619,23,W,1,0.52381,Arizona Coyotes,ARI,11/26/2015,20152016
Western,10,Central,6,23,-13,-0.565217,74,61,2.652174,0.478261,22,L,2,0.434783,Winnipeg Jets,WPG,11/26/2015,20152016
Western,11,Pacific,5,23,-17,-0.73913,62,45,1.956522,0.434783,20,L,1,0.347826,Anaheim Ducks,ANA,11/26/2015,20152016
Western,12,Central,7,22,-4,-0.181818,67,63,2.863636,0.386364,17,L,1,0.363636,Colorado Avalanche,COL,11/26/2015,20152016
Western,13,Pacific,6,22,-27,-1.227273,80,53,2.409091,0.386364,17,L,1,0.363636,Calgary Flames,CGY,11/26/2015,20152016
Western,14,Pacific,7,22,-12,-0.545455,68,56,2.545455,0.340909,15,L,2,0.318182,Edmonton Oilers,EDM,11/26/2015,20152016
Eastern,1,Atlantic,1,21,18,0.857143,47,65,3.095238,0.761905,32,W,1,0.714286,Montréal Canadiens,MTL,11/24/2016,20162017
Eastern,2,Metropolitan,1,21,29,1.380952,53,82,3.904762,0.690476,29,L,1,0.666667,New York Rangers,NYR,11/24/2016,20162017
Eastern,3,Metropolitan,2,20,4,0.2,56,60,3,0.675,27,W,1,0.6,Pittsburgh Penguins,PIT,11/24/2016,20162017
Eastern,4,Atlantic,2,21,15,0.714286,51,66,3.142857,0.642857,27,W,1,0.619048,Tampa Bay Lightning,TBL,11/24/2016,20162017
Eastern,5,Metropolitan,3,19,9,0.473684,43,52,2.736842,0.684211,26,W,1,0.631579,Washington Capitals,WSH,11/24/2016,20162017
Eastern,6,Atlantic,3,20,-3,-0.15,50,47,2.35,0.625,25,W,2,0.6,Ottawa Senators,OTT,11/24/2016,20162017
Eastern,7,Metropolitan,4,18,14,0.777778,42,56,3.111111,0.638889,23,L,1,0.555556,Columbus Blue Jackets,CBJ,11/24/2016,20162017
Eastern,8,Metropolitan,5,19,0,0,46,46,2.421053,0.605263,23,W,1,0.526316,New Jersey Devils,NJD,11/24/2016,20162017
Eastern,9,Atlantic,4,20,1,0.05,47,48,2.4,0.55,22,L,2,0.55,Boston Bruins,BOS,11/24/2016,20162017
Eastern,10,Atlantic,5,20,-1,-0.05,54,53,2.65,0.525,21,L,1,0.5,Florida Panthers,FLA,11/24/2016,20162017
Eastern,11,Metropolitan,6,21,-5,-0.238095,72,67,3.190476,0.5,21,L,1,0.428571,Philadelphia Flyers,PHI,11/24/2016,20162017
Eastern,12,Metropolitan,7,19,-4,-0.210526,52,48,2.526316,0.526316,20,L,1,0.421053,Carolina Hurricanes,CAR,11/24/2016,20162017
Eastern,13,Atlantic,6,20,-5,-0.25,67,62,3.1,0.5,20,OT,1,0.4,Toronto Maple Leafs,TOR,11/24/2016,20162017
Eastern,14,Atlantic,7,20,-4,-0.2,52,48,2.4,0.475,19,W,1,0.45,Detroit Red Wings,DET,11/24/2016,20162017
Eastern,15,Atlantic,8,20,-12,-0.6,50,38,1.9,0.475,19,OT,1,0.35,Buffalo Sabres,BUF,11/24/2016,20162017
Eastern,16,Metropolitan,8,19,-13,-0.684211,60,47,2.473684,0.421053,16,L,1,0.315789,New York Islanders,NYI,11/24/2016,20162017
Western,1,Central,1,21,7,0.333333,55,62,2.952381,0.666667,28,L,2,0.619048,Chicago Blackhawks,CHI,11/24/2016,20162017
Western,2,Pacific,1,21,11,0.52381,54,65,3.095238,0.595238,25,W,3,0.571429,Edmonton Oilers,EDM,11/24/2016,20162017
Western,3,Central,2,21,-3,-0.142857,57,54,2.571429,0.595238,25,L,1,0.52381,St. Louis Blues,STL,11/24/2016,20162017
Western,4,Pacific,2,20,4,0.2,43,47,2.35,0.575,23,W,2,0.55,San Jose Sharks,SJS,11/24/2016,20162017
Western,5,Pacific,3,21,2,0.095238,53,55,2.619048,0.547619,23,W,4,0.52381,Los Angeles Kings,LAK,11/24/2016,20162017
Western,6,Central,3,19,13,0.684211,36,49,2.578947,0.578947,22,W,1,0.526316,Minnesota Wild,MIN,11/24/2016,20162017
Western,7,Pacific,4,20,3,0.15,49,52,2.6,0.55,22,OT,1,0.45,Anaheim Ducks,ANA,11/24/2016,20162017
Western,8,Central,4,19,5,0.263158,50,55,2.894737,0.552632,21,W,2,0.473684,Nashville Predators,NSH,11/24/2016,20162017
Western,9,Central,5,21,-16,-0.761905,71,55,2.619048,0.5,21,L,1,0.380952,Dallas Stars,DAL,11/24/2016,20162017
Western,10,Central,6,22,-6,-0.272727,65,59,2.681818,0.454545,20,L,4,0.409091,Winnipeg Jets,WPG,11/24/2016,20162017
Western,11,Pacific,5,22,-18,-0.818182,69,51,2.318182,0.431818,19,W,1,0.409091,Calgary Flames,CGY,11/24/2016,20162017
Western,12,Central,7,19,-13,-0.684211,55,42,2.210526,0.473684,18,L,1,0.473684,Colorado Avalanche,COL,11/24/2016,20162017
Western,13,Pacific,6,20,-17,-0.85,62,45,2.25,0.45,18,W,1,0.4,Vancouver Canucks,VAN,11/24/2016,20162017
Western,14,Pacific,7,18,-15,-0.833333,60,45,2.5,0.388889,14,L,1,0.333333,Arizona Coyotes,ARI,11/24/2016,20162017
Eastern,1,Atlantic,1,21,29,1.380952,54,83,3.952381,0.809524,34,W,1,0.761905,Tampa Bay Lightning,TBL,11/23/2017,20172018
Eastern,2,Metropolitan,1,22,10,0.454545,53,63,2.863636,0.659091,29,W,5,0.636364,Columbus Blue Jackets,CBJ,11/23/2017,20172018
Eastern,3,Atlantic,2,23,12,0.521739,69,81,3.521739,0.630435,29,OT,1,0.608696,Toronto Maple Leafs,TOR,11/23/2017,20172018
Eastern,4,Metropolitan,2,21,3,0.142857,66,69,3.285714,0.666667,28,OT,1,0.571429,New Jersey Devils,NJD,11/23/2017,20172018
Eastern,5,Metropolitan,3,21,8,0.380952,69,77,3.666667,0.619048,26,W,1,0.571429,New York Islanders,NYI,11/23/2017,20172018
Eastern,6,Metropolitan,4,23,-19,-0.826087,80,61,2.652174,0.543478,25,L,2,0.478261,Pittsburgh Penguins,PIT,11/23/2017,20172018
Eastern,7,Metropolitan,5,23,-5,-0.217391,72,67,2.913043,0.543478,25,W,1,0.521739,Washington Capitals,WSH,11/23/2017,20172018
Eastern,8,Metropolitan,6,22,4,0.181818,68,72,3.272727,0.545455,24,W,2,0.5,New York Rangers,NYR,11/23/2017,20172018
Eastern,9,Atlantic,3,22,1,0.045455,64,65,2.954545,0.522727,23,L,1,0.454545,Detroit Red Wings,DET,11/23/2017,20172018
Eastern,10,Metropolitan,7,20,-1,-0.05,59,58,2.9,0.55,22,L,1,0.45,Carolina Hurricanes,CAR,11/23/2017,20172018
Eastern,11,Atlantic,4,20,-5,-0.25,59,54,2.7,0.55,22,W,3,0.45,Boston Bruins,BOS,11/23/2017,20172018
Eastern,12,Atlantic,5,20,-3,-0.15,67,64,3.2,0.55,22,L,2,0.4,Ottawa Senators,OTT,11/23/2017,20172018
Eastern,13,Metropolitan,8,22,-4,-0.181818,65,61,2.772727,0.477273,21,OT,1,0.363636,Philadelphia Flyers,PHI,11/23/2017,20172018
Eastern,14,Atlantic,6,23,-26,-1.130435,80,54,2.347826,0.413043,19,OT,1,0.347826,Montréal Canadiens,MTL,11/23/2017,20172018
Eastern,15,Atlantic,7,21,-10,-0.47619,73,63,3,0.428571,18,W,1,0.380952,Florida Panthers,FLA,11/23/2017,20172018
Eastern,16,Atlantic,8,22,-27,-1.227273,79,52,2.363636,0.318182,14,L,4,0.227273,Buffalo Sabres,BUF,11/23/2017,20172018
Western,1,Central,1,22,20,0.909091,58,78,3.545455,0.75,33,W,3,0.727273,St. Louis Blues,STL,11/23/2017,20172018
Western,2,Central,2,21,12,0.571429,57,69,3.285714,0.690476,29,W,1,0.619048,Winnipeg Jets,WPG,11/23/2017,20172018
Western,3,Central,3,21,6,0.285714,62,68,3.238095,0.666667,28,W,3,0.619048,Nashville Predators,NSH,11/23/2017,20172018
Western,4,Pacific,1,20,12,0.6,60,72,3.6,0.675,27,W,3,0.65,Vegas Golden Knights,VGK,11/23/2017,20172018
Western,5,Pacific,2,22,13,0.590909,52,65,2.954545,0.590909,26,L,2,0.545455,Los Angeles Kings,LAK,11/23/2017,20172018
Western,6,Pacific,3,21,-2,-0.095238,64,62,2.952381,0.595238,25,OT,1,0.571429,Calgary Flames,CGY,11/23/2017,20172018
Western,7,Pacific,4,22,0,0,61,61,2.772727,0.568182,25,W,2,0.5,Vancouver Canucks,VAN,11/23/2017,20172018
Western,8,Pacific,5,20,5,0.25,45,50,2.5,0.575,23,W,1,0.55,San Jose Sharks,SJS,11/23/2017,20172018
Western,9,Central,4,20,4,0.2,65,69,3.45,0.575,23,W,2,0.55,Colorado Avalanche,COL,11/23/2017,20172018
Western,10,Central,5,21,7,0.333333,56,63,3,0.547619,23,OT,1,0.47619,Chicago Blackhawks,CHI,11/23/2017,20172018
Western,11,Central,6,21,5,0.238095,59,64,3.047619,0.547619,23,W,1,0.47619,Minnesota Wild,MIN,11/23/2017,20172018
Western,12,Pacific,6,21,0,0,60,60,2.857143,0.547619,23,L,1,0.47619,Anaheim Ducks,ANA,11/23/2017,20172018
Western,13,Central,7,22,-4,-0.181818,65,61,2.772727,0.522727,23,L,1,0.5,Dallas Stars,DAL,11/23/2017,20172018
Western,14,Pacific,7,22,-15,-0.681818,74,59,2.681818,0.409091,18,W,1,0.363636,Edmonton Oilers,EDM,11/23/2017,20172018
Western,15,Pacific,8,24,-30,-1.25,89,59,2.458333,0.270833,13,L,1,0.208333,Arizona Coyotes,ARI,11/23/2017,20172018
Eastern,1,Atlantic,1,22,19,0.863636,64,83,3.772727,0.704545,31,W,1,0.681818,Tampa Bay Lightning,TBL,11/22/2018,20182019
Eastern,2,Atlantic,2,22,18,0.818182,58,76,3.454545,0.681818,30,L,1,0.681818,Toronto Maple Leafs,TOR,11/22/2018,20182019
Eastern,3,Atlantic,3,22,8,0.363636,62,70,3.181818,0.681818,30,W,7,0.636364,Buffalo Sabres,BUF,11/22/2018,20182019
Eastern,4,Metropolitan,1,21,4,0.190476,67,71,3.380952,0.619048,26,L,1,0.571429,Columbus Blue Jackets,CBJ,11/22/2018,20182019
Eastern,5,Atlantic,4,21,8,0.380952,52,60,2.857143,0.619048,26,OT,1,0.52381,Boston Bruins,BOS,11/22/2018,20182019
Eastern,6,Atlantic,5,22,-3,-0.136364,75,72,3.272727,0.590909,26,L,1,0.5,Montréal Canadiens,MTL,11/22/2018,20182019
Eastern,7,Metropolitan,2,22,3,0.136364,65,68,3.090909,0.590909,26,W,3,0.545455,New York Rangers,NYR,11/22/2018,20182019
Eastern,8,Metropolitan,3,21,3,0.142857,69,72,3.428571,0.595238,25,W,3,0.52381,Washington Capitals,WSH,11/22/2018,20182019
Eastern,9,Metropolitan,4,21,-3,-0.142857,61,58,2.761905,0.547619,23,W,2,0.47619,Carolina Hurricanes,CAR,11/22/2018,20182019
Eastern,10,Metropolitan,5,20,3,0.15,60,63,3.15,0.55,22,L,2,0.5,New York Islanders,NYI,11/22/2018,20182019
Eastern,11,Atlantic,6,21,-7,-0.333333,67,60,2.857143,0.52381,22,W,2,0.47619,Detroit Red Wings,DET,11/22/2018,20182019
Eastern,12,Atlantic,7,22,-15,-0.681818,94,79,3.590909,0.477273,21,L,2,0.409091,Ottawa Senators,OTT,11/22/2018,20182019
Eastern,13,Metropolitan,6,20,-3,-0.15,63,60,3,0.5,20,W,1,0.45,New Jersey Devils,NJD,11/22/2018,20182019
Eastern,14,Metropolitan,7,20,2,0.1,67,69,3.45,0.5,20,W,1,0.4,Pittsburgh Penguins,PIT,11/22/2018,20182019
Eastern,15,Metropolitan,8,21,-11,-0.52381,76,65,3.095238,0.47619,20,L,1,0.428571,Philadelphia Flyers,PHI,11/22/2018,20182019
Eastern,16,Atlantic,8,19,-5,-0.263158,69,64,3.368421,0.5,19,L,1,0.421053,Florida Panthers,FLA,11/22/2018,20182019
Western,1,Central,1,22,24,1.090909,50,74,3.363636,0.75,33,W,3,0.727273,Nashville Predators,NSH,11/22/2018,20182019
Western,2,Central,2,22,10,0.454545,61,71,3.227273,0.636364,28,W,1,0.590909,Minnesota Wild,MIN,11/22/2018,20182019
Western,3,Pacific,1,22,9,0.409091,66,75,3.409091,0.613636,27,W,3,0.590909,Calgary Flames,CGY,11/22/2018,20182019
Western,4,Central,3,20,10,0.5,54,64,3.2,0.65,26,L,1,0.6,Winnipeg Jets,WPG,11/22/2018,20182019
Western,5,Central,4,21,16,0.761905,62,78,3.714286,0.619048,26,W,2,0.52381,Colorado Avalanche,COL,11/22/2018,20182019
Western,6,Pacific,2,22,3,0.136364,68,71,3.227273,0.590909,26,OT,1,0.5,San Jose Sharks,SJS,11/22/2018,20182019
Western,7,Central,5,22,1,0.045455,59,60,2.727273,0.545455,24,L,2,0.5,Dallas Stars,DAL,11/22/2018,20182019
Western,8,Pacific,3,23,-16,-0.695652,68,52,2.26087,0.5,23,W,1,0.391304,Anaheim Ducks,ANA,11/22/2018,20182019
Western,9,Pacific,4,24,-15,-0.625,88,73,3.041667,0.458333,22,L,6,0.416667,Vancouver Canucks,VAN,11/22/2018,20182019
Western,10,Pacific,5,21,-8,-0.380952,69,61,2.904762,0.5,21,W,1,0.47619,Edmonton Oilers,EDM,11/22/2018,20182019
Western,11,Central,6,22,-16,-0.727273,74,58,2.636364,0.477273,21,L,1,0.363636,Chicago Blackhawks,CHI,11/22/2018,20182019
Western,12,Pacific,6,23,-9,-0.391304,70,61,2.652174,0.456522,21,W,1,0.434783,Vegas Golden Knights,VGK,11/22/2018,20182019
Western,13,Pacific,7,20,0,0,51,51,2.55,0.5,20,OT,1,0.45,Arizona Coyotes,ARI,11/22/2018,20182019
Western,14,Central,7,20,-6,-0.3,63,57,2.85,0.425,17,L,3,0.35,St. Louis Blues,STL,11/22/2018,20182019
Western,15,Pacific,8,21,-24,-1.142857,68,44,2.095238,0.357143,15,L,1,0.333333,Los Angeles Kings,LAK,11/22/2018,20182019
Eastern,1,Atlantic,1,25,31,1.24,62,93,3.72,0.78,39,W,5,0.68,Boston Bruins,BOS,11/28/2019,20192020
Eastern,2,Metropolitan,1,26,17,0.653846,78,95,3.653846,0.75,39,W,1,0.653846,Washington Capitals,WSH,11/28/2019,20192020
Eastern,3,Metropolitan,2,23,11,0.478261,58,69,3,0.73913,34,L,2,0.695652,New York Islanders,NYI,11/28/2019,20192020
Eastern,4,Metropolitan,3,25,21,0.84,68,89,3.56,0.64,32,W,3,0.56,Pittsburgh Penguins,PIT,11/28/2019,20192020
Eastern,5,Metropolitan,4,25,14,0.56,71,85,3.4,0.62,31,L,1,0.6,Carolina Hurricanes,CAR,11/28/2019,20192020
Eastern,6,Metropolitan,5,25,1,0.04,74,75,3,0.62,31,W,2,0.52,Philadelphia Flyers,PHI,11/28/2019,20192020
Eastern,7,Atlantic,2,22,11,0.5,72,83,3.772727,0.590909,26,L,1,0.545455,Tampa Bay Lightning,TBL,11/28/2019,20192020
Eastern,8,Atlantic,3,25,-2,-0.08,93,91,3.64,0.58,29,L,3,0.48,Florida Panthers,FLA,11/28/2019,20192020
Eastern,9,Metropolitan,6,23,-3,-0.130435,80,77,3.347826,0.565217,26,W,3,0.521739,New York Rangers,NYR,11/28/2019,20192020
Eastern,10,Atlantic,4,25,-4,-0.16,89,85,3.4,0.54,27,L,3,0.44,Montréal Canadiens,MTL,11/28/2019,20192020
Eastern,11,Atlantic,5,26,2,0.076923,85,87,3.346154,0.538462,28,W,3,0.461538,Toronto Maple Leafs,TOR,11/28/2019,20192020
Eastern,12,Atlantic,6,25,-5,-0.2,76,71,2.84,0.52,26,OT,1,0.44,Buffalo Sabres,BUF,11/28/2019,20192020
Eastern,13,Metropolitan,7,24,-15,-0.625,76,61,2.541667,0.5,24,L,1,0.416667,Columbus Blue Jackets,CBJ,11/28/2019,20192020
Eastern,14,Atlantic,7,25,-8,-0.32,74,66,2.64,0.46,23,L,2,0.44,Ottawa Senators,OTT,11/28/2019,20192020
Eastern,15,Metropolitan,8,24,-21,-0.875,86,65,2.708333,0.458333,22,W,1,0.375,New Jersey Devils,NJD,11/28/2019,20192020
Eastern,16,Atlantic,8,27,-45,-1.666667,104,59,2.185185,0.314815,17,L,5,0.259259,Detroit Red Wings,DET,11/28/2019,20192020
Western,1,Central,1,26,6,0.230769,72,78,3,0.692308,36,W,1,0.576923,St. Louis Blues,STL,11/28/2019,20192020
Western,2,Pacific,1,27,9,0.333333,77,86,3.185185,0.648148,35,L,1,0.592593,Edmonton Oilers,EDM,11/28/2019,20192020
Western,3,Pacific,2,26,14,0.538462,61,75,2.884615,0.634615,33,W,1,0.576923,Arizona Coyotes,ARI,11/28/2019,20192020
Western,4,Central,2,24,15,0.625,70,85,3.541667,0.625,30,W,1,0.583333,Colorado Avalanche,COL,11/28/2019,20192020
Western,5,Central,3,25,-1,-0.04,74,73,2.92,0.62,31,W,2,0.6,Winnipeg Jets,WPG,11/28/2019,20192020
Western,6,Central,4,26,10,0.384615,62,72,2.769231,0.615385,32,L,1,0.576923,Dallas Stars,DAL,11/28/2019,20192020
Western,7,Central,5,24,2,0.083333,82,84,3.5,0.541667,26,OT,1,0.458333,Nashville Predators,NSH,11/28/2019,20192020
Western,8,Pacific,3,26,6,0.230769,79,85,3.269231,0.538462,28,L,2,0.461538,Vancouver Canucks,VAN,11/28/2019,20192020
Western,9,Central,6,24,0,0,69,69,2.875,0.520833,25,W,1,0.416667,Chicago Blackhawks,CHI,11/28/2019,20192020
Western,10,Pacific,4,26,-14,-0.538462,88,74,2.846154,0.519231,27,L,1,0.5,San Jose Sharks,SJS,11/28/2019,20192020
Western,11,Pacific,5,27,1,0.037037,80,81,3,0.518519,28,W,1,0.444444,Vegas Golden Knights,VGK,11/28/2019,20192020
Western,12,Pacific,6,26,-8,-0.307692,79,71,2.730769,0.5,26,OT,1,0.423077,Anaheim Ducks,ANA,11/28/2019,20192020
Western,13,Pacific,7,28,-15,-0.535714,85,70,2.5,0.5,28,W,1,0.428571,Calgary Flames,CGY,11/28/2019,20192020
Western,14,Central,7,25,-13,-0.52,82,69,2.76,0.48,24,W,1,0.4,Minnesota Wild,MIN,11/28/2019,20192020
Western,15,Pacific,8,25,-17,-0.68,84,67,2.68,0.44,22,W,1,0.4,Los Angeles Kings,LAK,11/28/2019,20192020
Eastern,1,Scotia North,1,16,14,0.875,44,58,3.625,0.75,24,OT,1,0.6875,Toronto Maple Leafs,TOR,2/15/2021,20202021
Eastern,2,MassMutual East,1,14,12,0.857143,30,42,3,0.785714,22,L,1,0.714286,Boston Bruins,BOS,2/15/2021,20202021
Eastern,3,Discover Central,1,14,22,1.571429,32,54,3.857143,0.75,21,L,1,0.714286,Tampa Bay Lightning,TBL,2/15/2021,20202021
Eastern,4,Discover Central,3,13,14,1.076923,36,50,3.846154,0.769231,20,W,3,0.769231,Carolina Hurricanes,CAR,2/15/2021,20202021
Eastern,5,Discover Central,2,13,4,0.307692,40,44,3.384615,0.769231,20,W,1,0.692308,Florida Panthers,FLA,2/15/2021,20202021
Eastern,6,Scotia North,2,15,13,0.866667,39,52,3.466667,0.666667,20,W,1,0.6,Montréal Canadiens,MTL,2/15/2021,20202021
